commit,date,version,suite,benchmark,experiment,name,config,case,time,runid
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q1,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q1.json,1,10000,4
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,0
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,1
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,2
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,3
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,4
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,0
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,1
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,2
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,3
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,4
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,0
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,1
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,2
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,3
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,4
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,0
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,1
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,2
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,3
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-25,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,4
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,0
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,1
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,2
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,3
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q12,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q12.json,1,10000,4
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,0
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,1
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,2
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,3
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q14,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q14.json,1,10000,4
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,0
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,1
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,2
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,3
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q3,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M --cardinality-estimator Injected --use-cardinality-file benchmark/tpc-h/q3.json,1,10000,4
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,0
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,1
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,2
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,3
8a3bee8f7f3617dece3bee0c82b10ec4c5d682bc,2023-08-29,1,TPC,TPC-H,Q6,"mutable (single core, WasmV8, PAX4M)",--backend WasmV8 --data-layout PAX4M,1,10000,4
